We already discussed that topic.			Wǒmen yǐjīng tǎolùn guò nàge huàtí.	我们已经讨论过那个话题。						その話題についてはすでに議論しました。	
Let us change the topic, ok?			Wǒmen huàn gè huàtí ba!	我们换个话题吧！						話題を変えましょう！	
Allow me to introduce you, this is my principal.			Ràng wǒ lái jièshào yī xià, zhè shì wǒ de xiàozhǎng.	让我来介绍一下，这是我的校长。						紹介させてください、これが私の校長です。	
My friend said that he would go to the store to buy rice.	pai2 hi1 zep1 zap2 mok1 mok1 su1 hue ua ian1 su1 ie mo1.	我友言彼行行銭処而生銭於米。	Wǒ de péngyǒu shuō, tā jiāng qù shāngdiàn mǎi mǐ.	我的朋友说，他将去商店买米。						友達はお米を買いに店に行くと言いました。	
I've eaten one bowl of rice.	pai2 iam1 ta et2 niep1 mo1.	我口終一杯米。	Wǒ chī le yī wǎn fàn.	我吃了一碗饭。	我.口.終.一.杯.米					ご飯一杯いただきました。	
My job is to wash dishes.			wǒ de gōngzuò shì xǐwǎn.	我的工作是洗碗。						私の仕事は皿を洗うことです。	
Are you going to visit any other countries?			nǐ huì qù fǎngwèn qítāguójiā ma?	你会去访问其他国家吗？						他の国にも行きますか？	
They have undergone a reporter's interview.			Tāmen jiēshòu le jìzhě de fǎngwèn.	他们接受了记者的访问。						彼らは記者らのインタビューを受けた。	
We're from the Orient.			Wǒmen lái zì dōngfāng.	我们来自东方。				1		私たちは東から来ました。	
Today is my birthday.			Jīntiān shì wǒ de shēngrì.	今天是我的生日。						今日は私の誕生日です。	
My birthday is coming soon.			Wǒ de shēngrì kuài dào le.	我的生日快到了。						もうすぐ私の誕生日が来ます。	
Yesterday was my seventeenth birthday.	et2 sau2 kia1 pai2 a nun1 nik2 pui1 pet2 hut2.	一上日我之十七位星始。	Zuótiān shì wǒ shíqī suì shēngrì.	昨天是我十七岁生日。						昨日は私の17歳の誕生日でした。	
I will give you a bike for your birthday.			nǐ shēngrì de shíhou, wǒ sòng nǐ yī liàng zìxíngchē.	你生日的时候，我送你一辆自行车。						あなたの誕生日に自転車をあげます。	
He has been stealing the company's money for very many years.			Tā tōu gōngsī de qián yǒu hěn duō nián le.	他偷公司的钱有很多年了。						彼は長年にわたり企業から金を盗んでいる。	
I cannot stop thinking about the stolen money.			wǒ wúfǎ bù qù xiǎng bèi tōu diào de qián. (wúfǎ bù qù, mei you banfa bu qu = cannot stop)	我无法不去想被偷掉的钱。						盗まれたお金のことを考えずにはいられません。	
Perchance there's a problem, what to do what to do?			Yīdàn fāshēng wèntí, zěnme bàn? 	一旦发生问题，怎么办？						問題が発生した場合はどうすればよいですか?	
I don't care what your names are. Once the work is done, I'm leaving here.			wǒ bùguǎn nǐmen de míngzi jiào shénme. yīdàn gōngzuò wánchéng, wǒ jiù cóng zhèr líkāi.	我不管你们的名字叫什么。一旦工作完成，我就从这儿离开。						あなたの名前は気にしません。仕事が終わったら、ここから出ます。	
He bought a computer.	zap2 sui1 su1 ta li1.	彼使銭終倉。	Tā mǎi le yī tái jìsuànjī.	他买了一台计算机。	彼.使銭.終.倉					彼はコンピュータを買いました。	
He doesn't know Mr. Putt.	zap2 mun1 can2 pet2 xizi.	彼無識星xizi。	Tā bú rènshi Xīng xiānsheng.	他不认识星先生。	彼.無.識.星name.xizi					彼はスターさんのことを知りません。	
"Mr. Putt, are you going to school?" "Yes, I am going to school. How about you?"			Xīng xiānsheng, nín qù xuéxiào ma? "Shì, wǒ qù xuéxiào. Nǐ ne?"	「星先生，您去学校吗？」「是，我去学校。你呢？」						「星さん、学校行ってますか？」 「はい、学校に行ってます。あなたはどうですか？」	
Without software, a computer just can't be used.			méi yǒu ruǎnjiàn, jìsuànjī jiù yòng bù liao.	没有软件，计算机就用不了。						ソフトウェアがなければコンピュータは役に立ちません。	
Mr. Putt is not a university student.	pet2 xizi mun1 sau2 nui2 hue cuk2.	星xizi無上学処人。	Xīng xiānsheng bù shì dàxuéshēng.	星先生不是大学生。	星name.xizi.無.∅.上学処人					スターさんは大学生ではありません。	
Mr. Putt is not Korean.			Chén xiānshēng bù shì Hánguórén.	星先生不是韩国人。				1		スターさんは韓国人ではありません。	
This (exam or homework problem) is calculated incorrectly.			Zhè dào tí jìsuàn cuòwù.	这道题计算错误。						この質問は計算が間違っています。	
He is calculating his expenses.			Tā zài jìsuàn fèiyòng.	他在计算费用。						彼はコストを計算している。	
He is calculating this math question.			Tā zhèngzài jìsuàn zhè dào shùxué tí.	他正在计算这道数学题。						彼はこの数学の問題を解いています。	
When will Mr. Putt go to Pokyut Island?	pet2 xizi nan2 kak mok1 huok1 dop1?	星xizi何時行輩島？	Xīng xiānsheng shénme shíhòu yào qù Bèidǎo (Pōjiǔdǎo)?	星先生什么时候要去辈岛(坡久岛)？	星name.xizi.何時.行.輩島					星さんはいつ伊代島（白島）に行きますか？	
Mr. Putt doesn't know how to speak Linepāine.	pet2 xizi mun1 py zep1 lip zep1.	星xizi無力言哩言。	Xīng xiānsheng bú huì shuō Lǐyǔ.	星先生不会说哩语。	星name.xizi.無.力.言.哩言					シンさんはリー語を話せません。	
How do you know Mr. Putt?	mua2 em nan2 can2 pet2 xizi.	汝如何識星xizi。	Nǐ zěnme rènshi Xīng xiānsheng de?	你怎么认识星先生的？						スターさんとはどのようにして知り合ったのでしょうか？	
Mr. Putt doesn't speak Linepāine well.	pet2 xizi zep1 lip zep1 mun1 kait.	星xizi言哩言無善。	Xīng xiānshengde Lǐyǔ shuōde bù hǎo.	星先生的哩语说得不好。						興さんの李語は上手ではありません。	
I know Mr. Putt.	pai2 can2 pet2 xizi.	我識星xizi。	Wǒ rènshi Xīng xiānsheng.	我认识星先生。	我.識.星name.xizi					私はスターさんを知っています。	
This is Mr. Putt's cell phone.	ka1 pet2 xizi a hop1 zep1 kik1.	此星xizi之手言機。	Zhè shì Xīng xiānsheng de shǒujī.	这是星先生的手机。	此.∅.星name.xizi.之.手言機					これはスターさんの携帯電話です。	
Mr. Putt is at the hotel.	pet2 xizi aim2 ie hok1 su1 hue.	星xizi在於寝銭処。	Xīng xiānsheng zài bīnguǎn.	星先生在宾馆。	星name.xizi.在3.於1.寝銭処					スターさんはホテルにいます。	
Mr. Putt is very tired today.	ka1 kia1 pet2 xizi kit hia1 huet.	此日星xizi極心闇。	Xīng xiānsheng jīntiān hěn lèi.	星先生今天很累。	此日.星name.xizi.極.心#闇.心!闇					スターさんは今日はとても疲れています。	
Happy New Year / Happy Birthday!	lu2 pet2 kait sak2!	新星善来！	Xīnnián kuàilè! / Shēngrì kuàilè!	新年快乐！ / 生日快乐！	新星善来					あけましておめでとう！ / お誕生日おめでとう！	
Mr. Putt is at the store.	pet2 xizi aim2 ie su1 hue.	星xizi在於銭処。	Xīng xiānshēng zài shāngdiàn.	星先生在商店。	星name.xizi.在3.於1.銭処					スターさんが店内にいます。	
Mr. Putt does not have a cell phone.	pet2 xizi mun1 hop1 hop1 zep1 kik1.	星xizi無手手言機。	Xīng xiānsheng méi yǒu shǒujī.	星先生没有手机。	星name.xizi.無手.手言機					スターさんは携帯電話を持っていません。	
Excuse me, where is Mr. Putt?	xizi xizi. pet2 xizi aim2 ie nan2 hue?	xizi xizi。星xizi在於何処？	Qǐngwèn, Xīng xiānsheng zài nǎli?	请问，星先生在哪里？	xizi xizi..星name.xizi.在3.於1.何処					すみません、スターさんはどこですか？	
Mr. Putt is not Vefisaitē.	pet2 xizi mun1 uep1 cuk2.	星xizi無淮人。	Xīng xiānsheng bú shì Huáiguórén.	星先生不是淮国人。	星name.xizi.無.∅.淮人					興さんは淮国の出身ではない。	
Where does Mr. Putt come from?	pet2 xizi sak2 nan2 hue?	星xizi来何処？	Xīng xiānsheng cóng nǎli lái?	星先生从哪里来？	星name.xizi.来.何処					スターさんはどこから来たのですか？	
Give Mr. Putt a phone call.	sui1 zep1 kik1 zep1 ie pet2 xizi.	使言機言於星xizi。	Gěi Xīng xiānsheng dǎ diànhuà.	给星先生打电话。	使言機言.於1.星name.xizi					スターさんに電話してください。	
Mr. Putt is very interesting.			Xīng xiānsheng hěn yǒu yìsi.	星先生很有意思。						スターさんはとても面白いです。	
Wish you a happy birthday / happy new year.	lu2 pet2 kait sak2 ie mua2.	新星善来於汝。	Zhù nǐ shēngrì kuàilè.	祝你生日快乐。						お誕生日おめでとう。	
He wished his parents a happy New Year.	zap2 zep1 lu2 pet2 kait sak2 ie zap2 a mam1 kuak1.	彼言新星善来於彼之母父。	Tā zhù fùmǔ xīnnián kuàilè.	他祝父母新年快乐。						彼は両親に新年明けましておめでとうございますと言いました。	
I wish you be happy/blessed.			Zhù nǐ xìngfú.	祝你幸福。						あなたの幸せを願っています。	
The calculation aspect of computers is very fast.			Diànnǎo zài jìsuàn fāngmiàn hěn kuài.	电脑在计算方面很快。						コンピューターは計算が非常に速いです。	
Excuse me, what kind of job do you do?			Qǐngwèn nín cóngshì shénme gōngzuò?	请问您从事什么工作？						あなたの仕事は何ですか？	
She really likes gardening.			Tā hěn xǐhuan yǎnghuā.	她很喜欢养花。						彼女は花を育てるのが好きです。	
The doctor told her she needs to rest/recuperate.			yīshēng gàosu tā yào jìngyǎng.	医生告诉她要静养。						医者は彼女に休むように言いました。	
I must go.	pai2 ly mok1.	我須行。	Wǒ bìxū zǒu le.	我必须走了。	我.須.行					私は行かなければならない。	
They must work 7.2 hours each day (literally "thirty percent of a day").	zap2 ge ly naip2 ie om2 nun1 zuo1.	彼等須労於三十片。	Tāmen měitiān bìxū gōngzuò qī xiǎoshí shí'èr fēnzhōng.	他们每天必须工作七小时十二分钟。	彼等.須.労.於dur.三十.片					彼らは毎日 7 時間 12 分働かなければなりません。	
It is important to sleep 7.2 hours each day (literally "thirty percent of a day").	hok1 ie om2 nun1 zuo1 ka1 xo2.	寝於三十片此錘。	Měitiān shuì qī xiǎoshí shí'èr fēnzhōng hěn zhòngyào.	每天睡七小时十二分钟很重要。						毎日7時間12分の睡眠をとることが大切です。	
You must start at once.			nǐ bìxū mǎshàng kāishǐ.	你必须马上开始。						すぐに始めなければなりません。	
We must go to school!	pai2 ge ly mok1 nui2 hue a!	我等須行学処噫！	wǒmen bìxū qù xuéxiào le.	我们必须去学校了。	我等.須.行.学処.噫					私たちは学校に行かなければなりません。	
The best is often the enemy of the good.			wù jí bì fǎn.	物极必反。						すべてを逆転させなければなりません。	
He's a non-traditional man.			Tā shì gè fǎn chuántǒng de rén. 	他是个反传统的人。						彼は偶像破壊者だ。	
We must keep the household traditions.			wǒmen bìxū bǎochí jiātíng chuántǒng.	我们必须保持家庭传统。						私たちは家族の伝統を生かし続けなければなりません。	
Let's keep in touch, ok?			Wǒmen bǎochí liánxì ba.	我们保持联系吧。						これからも連絡取り合おうね。	
I hope we can stay in touch.			wǒ xīwàng wǒmen néng bǎochí liánxì.	我希望我们能保持联系。						これからも連絡を取り合えるといいですね。	
Two times two is four.	ik2 gy1 ik2 ka1 ap1.	二層二此四。	Èr de liǎng bèi shì sì.	二的两倍是四。						２×２は４です。	
It's twice as large as that.			shì tā de liǎng bèi dà.	是它的两倍大。						2倍の大きさです。	
Teachers point out student's problems.			Lǎoshī zhǐchū xuésheng de wèntí.	老师指出学生的问题。						先生は生徒の問題を指摘した。	
The teacher pointed out this student's mistake.			Lǎoshī zhǐchū le zhè gè xuésheng de cuòwù.	老师指出了这个学生的错误。						先生は生徒の間違いを指摘した。	
We need to help each other.	pai2 ge ly huat1 uaip2.	我等須互助。	Wǒmen xūyào hùxiāng bāngzhù.	我们需要互相帮助。	我等.須.互.助					私たちはお互いに助け合う必要があります。	
The classmates are always helping each other.	nui2 hi1 ket huat1 uaip2.	学友常互助。	Tóngxuémen zǒngshì hùxiāng bāngzhù.	同学们总是互相帮助。	学友.常.互.助					生徒たちはいつもお互いに助け合っています。	
The two countries communicate with each other.	ik2 sip1 huat1 zep1.	二国互言。	Liǎng guó hùxiāng jiāoliú. 	两国互相交流。	二2.国.互言					両国は相互に通信を行っています。	
This man and his wife help each other.			zhè nánrén hé tā qīzi hùxiāng bāngzhù.	这男人和他妻子互相帮助。						その男性とその妻は互いに助け合っています。	
My friend and I appointed to meet here.			Wǒ hé péngyou yuē zài zhèlǐ jiànmiàn.	我和朋友约在这里见面。						友人と私はここで会う約束をしました。	
He grew up in a teacher's household.			Tā zài jiàoshī jiātíng zhōng chéngzhǎng. (jiàoshī for occupation)	他在教师家庭中成长。						彼は教師の家庭で育ちました。	
I very much appreciate his performance at work.			Wǒ hěn xīnshǎng tā gōngzuò de biǎoxiàn.	我很欣赏他工作的表现。						私は彼の仕事のパフォーマンスを賞賛します。	
What a lovely household.			duō měihǎo de jiātíng ā!	多美好的家庭啊！						なんて素晴らしい家族でしょう！	
My mom is weeding.			Māma zhèngzài chú cǎo.	妈妈正在除草。						お母さんは草むしりをしています。	
He is a PhD in Economics.			Tā shì jīngjì bóshì.	他是经济博士。						彼は経済学の博士号を持っています。	
I gave up the opportunity to study for a doctorate.			Wǒ fàngqì dú bóshì de jīhuì. 	我放弃读博士的机会。						私は博士号取得のために勉強する機会を諦めました。	
Are you satisfied?			Nǐ mǎnyì ma?	你满意吗？						あなたは満足していますか？	
The mom is very satisfied with her daughter's performance.			Māma hěn mǎnyì nǚ'ér de biǎoxiàn.	妈妈很满意女儿的表现。						母親は娘のパフォーマンスに非常に満足しています。	
I never saw this movie before.			Wǒ yǐqián méi kànguò zhè gè diànyǐng.	我以前没看过这个电影。						私はこの映画をこれまで見たことがありません。	
There is a cup of coffee on the table/desk.	et2 niep1 det tia2 aim2 ie cet2.	一杯種茶在於机。	Zhuōzi shàng yǒu yī bēi kāfēi.	桌子上有一杯咖啡。	一.杯.種茶.在3.於1.机					テーブルの上にコーヒーが一杯あります。	
Everyone's sitting at the table/desk.	be1 cuk2 aim2 cy2 cei2 cet2.	全人在席周机。	Dàjiā zuò zài zhuōzi pángbiān.	大家坐在桌子旁边。	全人.在.席2.周.机					みんなでテーブルを囲んで座ります。	
The books are arranged on the table/desk.			Shū bǎi zài zhuōzi shàng.	书摆在桌子上。						本がテーブルの上に置かれています。	
She turned her head and looked at me.			Tā huítóu kàn wǒ.	她回头看我。						彼女は私を振り返った。	
"Who is he talking to?" "Our teacher." "Is she strict?" "Yes."			"Tā zài gēn shéi shuōhuà?" "Wǒmen de lǎoshī." "Tā yán ma?" "Shì de."	A他在跟谁说话? B我们的老师。 A她严吗？ B是的。						A彼は誰と話していますか? B私たちの先生。 A 彼女は厳しいですか？はい。	
When he gets back, shall I have him call you? Yes, thanks.			děng tā huílai, wǒ yào ràng tā gěi nǐ dǎ diànhuà ma? shì de, xièxie.	“等他回来，我要让他给你打电话吗？”“是的，谢谢。”						「彼が戻ってきたら、電話してもらったほうがいいですか？」 「はい、ありがとうございます。」	
Are these (cars/bikes) yours? Yes, they are mine.			zhè xiē chē shì nǐ de ma? shì de, shì wǒ de.	“这些车是你的吗？”“是的，是我的。”						「これらの車はあなたのものですか？」 「はい、それは私のものです。」	
The patient is much better today.			Bìngrén jīntiān hǎo duō le.	病人今天好多了。						患者さんは今日はかなり良くなりました。	
What's the patient's status?			Bìngrén de qíngkuàng zěnmeyàng?	病人的情况怎么样？						患者さんの様子はどうですか？	
The doctor is treating his patient.			Yīshēng zài zhìliáo tā de bìngrén.	医生在治疗他的病人。						医者は患者を治療しています。	
If you have problems, visit the doctor.			Rúguǒ nín yǒu wèntí, qǐng qù kàn yīshēng.	如果您有问题，请去看医生。 						問題がある場合は医師の診察を受けてください。 	
This island is very beautiful.	ka1 dop1 kit hem1.	此島極美。	Zhè gè xiǎodǎo hěn měi.	这个小岛很美。	此2.島.極.美					この島は美しいです。	
I am going to class.			Wǒ qù shàngxué.	我去上学。						私は学校に行きます。	
I pass by a supermarket on my way to school.			Wǒ shàngxué jīngguò yījiā chāoshì.	我上学经过一家超市。						学校に行ってスーパーの前を通ります。	
I will teach four classes tomorrow.			Wǒ míngtiān yào jiāo sì táng kè.	我明天要教四堂课。						明日は4つのクラスを教えなければなりません。	
The colleagues are discussing a plan of action.			Tóngshìmen zài tǎolùn fāng'àn.	同事们在讨论方案。						同僚が計画について話し合っています。	
Then, this is our plan of action.			Na, zhè jiù shì wǒmen de fāng'àn.	哪，这就是我们的方案。						さて、これが私たちの計画です。	
He explained his own plan of action.			Tā jiěshì le zìjǐ de fāng'àn.	他解释了自己的方案。						彼は自分の計画を説明した。	
He rode his bicycle there. He went by bicycle.			tā qí zìxíngchē qù de.	他骑自行车去的。						彼は自転車でそこへ行きました。	
Really annoying!			Zhēn máfan!	真麻烦！						とても面倒です！	
Sorry to bother you, help me open the door?			Máfan nín, bāng wǒ kāi xià mén. (xia short for yixia)	麻烦您帮我开下门。						ドアを開けてもらえませんか？	
I'm very annoyed.			Wǒ hěn fán.	我很烦。						とてもイライラしています。	
There are many empty dishes on the table.			Zhuō shàng yǒu hěn duō kōng wǎnpán.	桌上有很多空碗盘。						テーブルの上には空の皿がたくさんあります。	
This letter was sent to the wrong place.			zhè fēng xìn jì cuò dìfang le.	这封信寄错地方了。						この手紙は間違った場所に送られました。	
What does your son want to be when he grows up?			nǐ érzi zhǎngdà le xiǎng zuò shénme?	你儿子长大了想做什么？						あなたの息子さんは大きくなったら何になりたいですか？	
The students should learn how to think deeply.			Xuéshengmen yīnggāi xuéhuì sīkǎo.	学生们应该学会思考。						学生は考えることを学ぶ必要があります。	
I learned to live without her.			wǒ xuéhuì le bù kào tā shēnghuó.	我学会了不靠她生活。						私は彼女なしで生きていくことを学びました。	
How to learn Pekzep? The first thing is to dare to speak.			Rúhé xuéhuì Páiyǔ？ Shǒuxiān yào gǎn shuō.	如何学会牌语？首先要敢说。						手話を学ぶにはどうすればいいですか？まず、勇気を持って話してください。	
I know him by name, but not by sight.			wǒ zhīdào tā de míngzi, dàn bù zhīdào tā zhǎng shénme yàng.	我知道他的名字，但不知道他长什么样。						彼の名前は知っていましたが、どんな姿をしているのかは知りませんでした。	
She is very angry today.	ka1 kia1 zap2 kit kan1 puat2.	此日彼極火奮。	Tā jīntiān hěn shēngqì.	她今天很生气。	此日.彼.極.火奮					彼女は今日とても怒っています。	
Why are you guys angry?	nan2 xit2 mua2 ge kan1 puat2?	何故汝等火奮？	Nǐmen wèishénme shēngqì?	你们为什么生气？						なぜ怒っているのですか？	
Why are you guys so angry?	nan2 xit2 mua2 ge em ka1 kit a kan1 puat2?	何故汝等如此極之火奮？	Nǐmen wèishénme zhème shēngqì?	你们为什么这么生气？						なぜそんなに怒っているのですか？	
Don't be angry ...... (gentle)			Bié shēngqì ma.	别生气嘛。						怒らないでください。	
His colleagues are angry.	zap2 a naip2 hi1 kan1 puat2.	彼之労友火奮。	Tā de tóngshì hěn shēngqì.	他的同事很生气。						彼の同僚は怒っていた。	
He is angry because Mr. Putt is late.			Tā hěn shēngqì, yīnwèi Xīng xiānshēng chídàole.	他很生气，因为星先生迟到了。						スターさんが遅刻したので彼は怒っていました。	
He is an expert in this field.			Tā shì zhè gè lǐngyù de zhuānjiā.	他是这个领域的专家。						彼はこの分野の専門家です。	
They're studying in the library.			Tāmen zài túshūguǎn lǐ xuéxí.	他们在图书馆里学习。						彼らは図書館で勉強します。	
They provided the library with many books.			tāmen gěi túshūguǎn tígōng le hěn duō shū.	他们给图书馆提供了很多书。						彼らは図書館にたくさんの本を提供しています。	
I returned the books I borrowed from the library, and borrowed some new ones.			wǒ huán le cóng túshūguǎn jiè de shū, yòu jiè le xiē xīn de.	我还了从图书馆借的书，又借了些新的。						図書館で借りた本を返して、新しい本を何冊か借りました。	
I'm going to the library to return the books.			Wǒ qù túshūguǎn huán shū.	我去图书馆还书。						私は本を​​返しに図書館に行きました。	
I'm going to the library to look for some information.			Wǒ qù túshūguǎn zhǎo zīliào.	我去图书馆找资料。						私は情報を調べるために図書館に行きます。	
They are looking up some information on the Internet.			Tāmen zài wǎngshàng chá zīliào.	他们在网上查资料。						彼らはオンラインで情報を調べます。	
Xiao Qiang likes internet chat.			Xiǎo Qiáng xǐhuan wǎngshàng liáotiān.	小强喜欢网上聊天。				1		Xiaoqiang はオンラインでチャットするのが好きです。	
He has just left home.			tā gāng líkāi jiā.	他刚离开家。						彼はちょうど家を出たところです。	
He's just left the company.			Tā gāng líkāi gōngsī.	他刚离开公司。						彼は会社を辞めたばかりです。	
She had just arrived home when I called.			wǒ dǎ diànhuà de shíhou, tā gāng huídào jiā.	我打电话的时候，她刚回到家。						私が電話したとき、彼女はちょうど帰宅したところだった。	
He just returned home.			tā gāng huídào jiā.	他刚回到家。						彼はちょうど家に帰ったところです。	
She's just bought a car.			Tā gāng mǎile yī liàng chē.	她刚买了一辆车。						彼女は車を買ったばかりです。	
Let's go shopping.			Zǒu, qù guàng jiē.	走，去逛街。						買い物に行きましょう。	
He went shopping just now.			Gāngcái tā guàngjiē qù le.	刚才他逛街去了。						彼は今買い物に行ったところです。	
What did you just say?			Nǐ gānggāng shuō shénme?	你刚刚说什么？						何と言いましたか？	
She is on the sidewalk distributing materials.			Tā zài jiēbiān pàifā zīliào.	她在街边派发资料。						彼女は街頭で文書を配布しました。	
She's reading the publicity information.			Tā zài kàn xuānchuán zīliào.	她在看宣传资料。						彼女は販促資料を見ています。	
A little louder, please.			Qǐng dàshēng yīdiǎn.	请大声一点。						もっと大きな声を出してください。	
He loudly answered the teacher's question.			Tā dàshēng huídá le lǎoshī de wèntí.	他大声回答了老师的问题。						彼は先生の質問に大きな声で答えた。	
He spoke very loudly.			tā shuō de hěn dàshēng.	他说得很大声。						彼はとても大きな声で話しました。	
I'm about to update my computer equipment.			Wǒ zhǔnbèi gēngxīn wǒ de diànnǎo shèbèi.	我准备更新我的电脑设备。						コンピューター機器を更新するつもりです。	
Their life styles are not the same.			Tāmen de shēnghuó móshì bù tóng.	他们的生活模式不同。						彼らの生活パターンは異なります。	
That official is very capable at dealing with financial issues.			Nàge guānyuán hěn huì chǔlǐ jīngjì de wèntí.	那个官员很会处理经济的问题。						その役人は経済問題を扱うのがとても上手です。	
For the time being, my sister is an assistant in a supermarket.			mùqián, wǒ mèimei zài yī jiā chāoshì dāng shōu yín yuán.	目前，我妹妹在一家超市当收银员。						現在、私の妹はスーパーマーケットでレジ係として働いています。	
I've drunk half a bottle of alcohol.			Wǒ hēle bàn píng jiǔ.	我喝了半瓶酒。						ワインをボトル半分飲みました。	
Both sides agreed.			Shuāngfāng dōu tóngyì le.	双方都同意了。						双方が同意した。	
Both sides agreed to this plan of action.			Shuāngfāng tóngyì le zhè xiàng fāng'àn.	双方同意了这项方案。						双方はその計画に同意した。	
First, I need to hear the ideas of both sides.			shǒuxiān, wǒ yào tīngting shuāngfāng de yìjiàn.	首先，我要听听双方的意见。						まずは双方の意見を聞きたいと思います。	
He is somewhat like a scholar.			tā yǒu jǐfēn xiàng xuézhě.	他有几分像学者。						彼はちょっと学者っぽいですね。	
I am staying at the hotel for the time being.			mùqián wǒ dāi zài jiǔdiàn.	目前我待在酒店。						現在ホテルに滞在中です。	
I believe that behind every thing we should do, there's always something we want to do.			wǒ rènwéi wǒmen gāi zuò de měi jiàn shì bèihòu, zǒng yǒu shénme wǒmen xiǎng zuò de.	我认为我们该做的每件事背后，总有什么我们想做的...						私たちがやるべきことの裏には、必ずやりたいことがあると思います...	
Both the Vefisait Republic and the Ai'ren Republic participated in the meeting.			Huáiguó yǐjí Guānguó dōu cānjiā le huìyì.	淮国以及冠国都参加了会议。						淮王国と関王国も会議に参加した。	
He is fit to participate in this match.			Tā shìhé cānjiā zhècì bǐsài.	他适合参加这次比赛。						彼はこの競技に適している。	
They're studying the present situation.			Tāmen zài yánjiū mùqián de zhuàngkuàng.	他们在研究目前的状况。						彼らは現状を研究中だ。	
The boy is about six years old.			Zhè gè nánháir dàyuē liù suì.	这个男孩大约六岁。						少年は６歳くらいだった。	
The boy I love doesn't love me.	pai2 hia1 a ki1 kat1 mun1 hia1 pai2.	我心之男子無心我。	wǒ ài de nà ge nánhái bù ài wǒ.	我爱的那个男孩不爱我。	我.心3.之2.男子.無.心3.我					私が愛する男の子は私を愛し返してくれません。	
Why doesn't my wife love me?	nan2 xit2 pai2 a sa1 mun1 hia1 pai2?	何故我之女無心我？	Wèishénme wǒ de qīzi bù ài wǒ?	为什么我的妻子不爱我？	何故.我.之.女.無.心3.我					なぜ妻は私を愛さないのでしょうか？	
The road to peace.			hépíng zhī lù.	和平之路。						平和への道。	
They are living a peaceful life.			tāmen guò zhe hépíng de shēnghuó.	他们过着和平的生活。						彼らは平和な生活を送っています。	
Nothing is as important as peace.			méi yǒu shénme hé hépíng yīyàng zhòngyào.	没有什么和和平一样重要。						平和ほど大切なものはありません。	
Pull into shape after washing.			xǐ hòu nòngpíng.	洗后弄平。						洗い上がりはサラサラ。	
I hate you.	pai2 hia1 non1 mua2.	我心悪汝。	Wǒ hèn nǐ.	我恨你。	我.心悪.汝					あなたが嫌い​​です。	
The boy is afraid of flying.	ki1 kat1 zat1 sui1 lup1 muak1.	男子怖使鳥船。	Nánhái hàipà zuò fēijī.	男孩害怕坐飞机。	男子.怖2.使.鳥船					その少年は飛行機に乗るのが怖いです。	
Are you afraid to leave the country and study abroad?	mua2 zat1 ian1 mok1 sip1 ua nui2 ie pau1 sip1 yn2?	汝怖生行国而学於別国乎？	Nǐ hàipà chūguó liúxué ma?	你害怕出国留学吗？						留学は怖いですか？	
He left the country to study abroad.			Tā chūguó liúxué le.	他出国留学了。						彼は海外に留学しました。	
The patient's situation is very stable.			Bìngrén de qíngkuàng hěn wěndìng.	病人的情况很稳定。						患者の状態は安定している。	
She is standing very steadily.			Tā zhàn de hěn wěn.	她站得很稳。						彼女はしっかりと立っていた。	
It's too noisy.	cuop2 taun1 u1 giau a.	声多訴門噫。	Tài chǎo le.	太吵了。	声多.訴門.噫	oga	jekto.vatimeliju			うるさいです。	
It's very noisy where I live.	pai2 mut2 aim2 a huep2 ka1 kit cuop2 taun1.	我家在之地此極声多。	Wǒ zhù de dìfang hěn chǎo.	我住的地方很吵。	我2.家.在5.之2.地.此3.極.声多					私が住んでいる場所はとても騒がしいです。	
Stable politics bring a stable economy.			Zhèngzhì wěndìng dàilái jīngjì wěndìng.	政治稳定带来经济稳定。						政治の安定は経済の安定をもたらします。	
He's very pitiful.			Tā hěn kělián.	他很可怜。						彼はとても可哀想だ。	
Your appearance is really pitiful.			Nǐ de yàngzi zhēn kělián.	你的样子真可怜。						とても情けない顔をしていますね。	
Pitifully few people support him.			Zhīchí tā de rén, shǎo de kělián.	支持他的人，少得可怜。						彼を支持する人はほとんどいません。	
I will absolutely not support him.			Wǒ juéduì bù huì zhīchí tā.	我绝对不会支持他。						私は決して彼を支持しません。	
We've been waiting a long time.			Wǒmen děng le hěn jiǔ.	我们等了很久。						長い間お待ちしております。	
This is a very old photo.			Zhè shì hěn jiǔ yǐqián de zhàopiàn.	这是很久以前的照片。						これは昔の写真です。	
She lived a long time.			tā huó le hěn jiǔ.	她活了很久。						彼女は長生きしました。	
This classroom hasn't been cleaned in a long time.			Zhè gè jiàoshì hěn jiǔ méi yǒurén dǎsǎo le.	这个教室很久没有人打扫了。						この教室は長い間掃除されていません。	
I'm sorry, I can't stay long.			duìbuqǐ, wǒ bù néng dāi hěn jiǔ.	对不起，我不能待很久。						ごめんなさい、長居はできません。	
The teacher announced the time of the exam.			Lǎoshī xuānbù le kǎoshì de shíjiān.	老师宣布了考试的时间。						先生は試験の時間を告げました。	
The host announced the start of the meeting.			Zhǔchírén xuānbù huìyì kāishǐ.	主持人宣布会议开始。						司会者が会議の開始を告げます。	
This (exam or homework problem) problem is very complicated.			Zhè dào tí hěn fùzá.	这道题很复杂。						この質問は複雑です。	
